order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit,order_year,order_month
O01654,2025-02-17,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9,178.39,-32.66,2025,February
O01655,2024-05-08,C0663,P0133,Online,Online,3,50.24,0.2,120.58,28.1,36.28,2024,May
O01656,2025-08-29,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25,37.29,1.96,2025,August
O01657,2024-06-13,C0391,P0203,Online,Online,1,259.84,0.2,207.87,158.79,49.08,2024,June
O01658,2025-03-04,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5,99.31,125.88,2025,March
O01659,2024-08-26,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21,128.05,34.11,2024,August
O01660,2025-06-05,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21,105.93,168.35,2025,June
O01661,2024-04-21,C0441,P0285,Online,Online,2,86.63,0.2,138.61,74.63,-10.65,2024,April
O01662,2025-10-10,C0471,P1107,S006,In-Store,2,333.55,0.0,667.1,181.41,304.28,2025,October
O01663,2024-10-14,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4,53.97,117.49,2024,October
O01664,2024-07-06,C0558,P0171,Online,Online,2,268.46,0.2,429.54,140.33,148.88,2024,July
O01665,2025-03-11,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61,140.33,101.28,2025,March
O01666,2025-06-26,C0520,P0062,S054,In-Store,3,234.63,0.0,703.89,138.0,289.89,2025,June
O01667,2025-03-10,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05,28.29,55.18,2025,March
O01668,2024-07-05,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38,92.52,409.78,2024,July
O01669,2025-03-05,C0450,P1038,S059,In-Store,1,95.34,0.0,95.34,65.07,30.27,2025,March
O01670,2024-07-27,C0063,P0052,Online,Online,2,95.71,0.0,191.42,77.06,37.3,2024,July
O01671,2025-01-14,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38,90.71,72.67,2025,January
O01672,2025-10-03,C0389,P1153,Online,Online,2,152.8,0.2,244.48,103.2,38.08,2025,October
O01673,2025-12-29,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54,62.21,9.33,2025,December
O01674,2025-11-01,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74,19.59,16.97,2025,November
O01675,2025-04-19,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19,28.91,14.28,2025,April
O01676,2024-05-25,C0686,P0977,S003,In-Store,1,17.0,0.1,15.3,13.56,1.74,2024,May
O01677,2024-07-12,C0363,P0469,S016,In-Store,1,116.24,0.0,116.24,63.55,52.69,2024,July
O01678,2025-07-25,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74,47.04,11.7,2025,July
O01679,2025-09-16,C0657,P0508,Online,Online,2,35.78,0.1,64.4,21.07,22.26,2025,September
O01680,2024-07-30,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14,77.83,16.31,2024,July
O01681,2025-04-08,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19,173.54,-36.89,2025,April
O01682,2025-01-20,C0655,P0092,S059,In-Store,1,210.05,0.2,168.04,179.14,-11.1,2025,January
O01683,2024-12-08,C0289,P0770,S015,In-Store,1,221.83,0.1,199.65,110.98,88.67,2024,December
O01684,2024-04-29,C0439,P0052,Online,Online,3,95.71,0.1,258.42,77.06,27.24,2024,April
O01685,2024-08-04,C0454,P0023,Online,Online,2,97.03,0.1,174.65,77.91,18.83,2024,August
O01686,2025-05-19,C0145,P0327,S022,In-Store,1,277.77,0.05,263.88,148.17,115.71,2025,May
O01687,2025-10-01,C0416,P0563,S008,In-Store,1,45.12,0.0,45.12,24.87,20.25,2025,October
O01688,2025-04-23,C0587,P0454,Online,Online,2,57.81,0.2,92.5,39.64,13.22,2025,April
O01689,2025-06-12,C0513,P0466,S056,In-Store,2,135.41,0.2,216.66,99.14,18.38,2025,June
O01690,2024-11-04,C0264,P0809,S048,In-Store,1,127.42,0.2,101.94,77.31,24.63,2024,November
O01691,2025-03-28,C0069,P0870,Online,Online,2,168.73,0.0,337.46,125.46,86.54,2025,March
O01692,2025-11-09,C0075,P0439,S007,In-Store,1,79.07,0.05,75.12,49.49,25.63,2025,November
O01693,2025-12-26,C0773,P0334,Online,In-Store,1,135.83,0.05,129.04,118.75,10.29,2025,December
O01694,2025-10-12,C0110,P0476,Online,Online,1,52.23,0.2,41.78,43.43,-1.65,2025,October
O01695,2024-09-22,C0349,P0382,S002,In-Store,2,27.14,0.1,48.85,17.04,14.77,2024,September
O01696,2025-07-25,C0523,P0193,S049,In-Store,2,62.96,0.0,125.92,32.26,61.4,2025,July
O01697,2025-02-24,C0368,P0570,S031,In-Store,1,245.4,0.05,233.13,182.12,51.01,2025,February
O01698,2025-10-29,C0631,P0199,S041,In-Store,1,115.92,0.0,115.92,58.8,57.12,2025,October
O01699,2025-01-04,C0713,P0592,Online,Online,2,57.43,0.2,91.89,32.43,27.03,2025,January
O01700,2025-04-24,C0064,P0962,S030,In-Store,1,166.96,0.0,166.96,84.67,82.29,2025,April
O01701,2025-03-15,C0129,P0529,S036,In-Store,1,135.66,0.0,135.66,81.19,54.47,2025,March
O01702,2025-06-17,C0746,P0005,S029,In-Store,1,112.55,0.05,106.92,79.09,27.83,2025,June
O01703,2025-07-22,C0081,P0906,Online,Online,2,269.33,0.0,538.66,150.49,237.68,2025,July
O01704,2024-05-12,C0334,P0378,S040,In-Store,1,99.58,0.2,79.66,76.67,2.99,2024,May
O01705,2025-03-21,C0559,P0864,Online,In-Store,1,113.48,0.05,107.81,63.42,44.39,2025,March
O01706,2025-09-15,C0595,P0810,S035,In-Store,4,235.44,0.2,753.41,143.76,178.37,2025,September
O01707,2025-05-08,C0518,P0780,S044,In-Store,1,253.19,0.0,253.19,194.67,58.52,2025,May
O01708,2025-02-01,C0602,P0534,S051,In-Store,1,53.64,0.0,53.64,29.75,23.89,2025,February
O01709,2025-09-20,C0628,P0276,S043,In-Store,2,112.54,0.05,213.83,60.94,91.95,2025,September
O01710,2025-07-16,C0703,P0978,S015,In-Store,1,219.94,0.2,175.95,174.42,1.53,2025,July
O01711,2024-12-30,C0045,P0719,Online,Online,1,330.88,0.2,264.7,196.36,68.34,2024,December
O01712,2025-01-29,C0699,P0126,Online,Online,1,201.02,0.2,160.82,149.03,11.79,2025,January
O01713,2025-10-22,C0321,P0509,S045,In-Store,1,222.66,0.05,211.53,126.99,84.54,2025,October
O01714,2025-02-06,C0593,P0532,S038,In-Store,3,49.14,0.0,147.42,28.29,62.55,2025,February
O01715,2025-07-24,C0007,P0100,Online,Online,2,31.75,0.1,57.15,21.37,14.41,2025,July
O01716,2024-10-10,C0305,P1086,S016,In-Store,2,80.63,0.05,153.2,69.87,13.46,2024,October
O01717,2024-12-03,C0385,P0768,S017,In-Store,1,246.33,0.2,197.06,148.04,49.02,2024,December
O01718,2025-02-05,C0420,P0102,S027,In-Store,1,221.14,0.1,199.03,153.44,45.59,2025,February
O01719,2024-10-16,C0572,P0636,S055,In-Store,1,168.98,0.1,152.08,119.44,32.64,2024,October
O01720,2025-02-06,C0453,P0696,S001,In-Store,1,157.7,0.2,126.16,103.59,22.57,2025,February
O01721,2025-02-03,C0315,P0653,S012,In-Store,2,62.89,0.0,125.78,48.34,29.1,2025,February
O01722,2025-08-04,C0248,P0756,Online,Online,2,338.92,0.2,542.27,181.6,179.07,2025,August
O01723,2025-01-30,C0396,P0267,S011,In-Store,1,349.07,0.2,279.26,193.29,85.97,2025,January
O01724,2025-06-21,C0296,P0110,Online,Online,1,280.19,0.1,252.17,170.81,81.36,2025,June
O01725,2025-08-30,C0355,P0468,S000,In-Store,1,146.22,0.2,116.98,97.85,19.13,2025,August
O01726,2025-07-01,C0191,P0242,Online,Online,2,138.25,0.1,248.85,108.47,31.91,2025,July
O01727,2025-11-17,C0780,P0925,S056,In-Store,2,65.74,0.2,105.18,48.31,8.56,2025,November
O01728,2024-10-08,C0485,P0636,S048,In-Store,1,168.98,0.1,152.08,119.44,32.64,2024,October
O01729,2024-09-21,C0399,P0056,Online,Online,2,103.48,0.05,196.61,53.97,88.67,2024,September
O01730,2024-08-28,C0102,P0189,S054,In-Store,2,177.09,0.1,318.76,159.18,0.4,2024,August
O01731,2025-02-25,C0529,P0795,S000,In-Store,1,255.38,0.0,255.38,133.58,121.8,2025,February
O01732,2025-01-23,C0602,P1057,S030,In-Store,2,176.53,0.2,282.45,107.05,68.35,2025,January
O01733,2025-02-03,C0130,P0401,S011,In-Store,4,93.92,0.1,338.11,58.66,103.47,2025,February
O01734,2025-02-10,C0526,P0027,S017,In-Store,1,236.79,0.2,189.43,189.64,-0.21,2025,February
O01735,2025-04-30,C0735,P0836,S054,In-Store,2,60.54,0.05,115.03,40.86,33.31,2025,April
O01736,2025-07-17,C0435,P0155,Online,Online,1,114.52,0.0,114.52,94.98,19.54,2025,July
O01737,2025-08-15,C0054,P0417,Online,In-Store,2,56.54,0.2,90.46,43.26,3.94,2025,August
O01738,2024-11-11,C0440,P0708,S046,In-Store,2,157.48,0.2,251.97,124.12,3.73,2024,November
O01739,2024-11-19,C0545,P0098,S022,In-Store,2,120.73,0.05,229.39,70.55,88.29,2024,November
O01740,2025-03-11,C0271,P1052,Online,Online,1,190.93,0.05,181.38,126.53,54.85,2025,March
O01741,2025-06-20,C0570,P0476,S056,In-Store,2,52.23,0.1,94.01,43.43,7.15,2025,June
O01742,2025-01-08,C0770,P0549,Online,Online,3,8.95,0.2,21.48,5.29,5.61,2025,January
O01743,2025-09-09,C0668,P0752,Online,Online,2,273.69,0.2,437.9,150.62,136.66,2025,September
O01744,2025-01-09,C0149,P0403,S004,In-Store,2,115.91,0.0,231.82,84.61,62.6,2025,January
O01745,2025-01-27,C0198,P0315,S028,In-Store,1,193.09,0.1,173.78,165.55,8.23,2025,January
O01746,2025-02-07,C0629,P1006,S039,In-Store,2,262.46,0.0,524.92,194.07,136.78,2025,February
O01747,2025-04-12,C0792,P0815,S015,In-Store,2,186.83,0.1,336.29,105.96,124.37,2025,April
O01748,2025-08-01,C0694,P0340,S001,In-Store,1,68.28,0.05,64.87,43.82,21.05,2025,August
O01749,2024-07-07,C0568,P1103,S010,In-Store,2,180.59,0.0,361.18,158.62,43.94,2024,July
O01750,2025-04-05,C0362,P0025,S003,In-Store,1,83.7,0.0,83.7,51.97,31.73,2025,April
O01751,2024-09-21,C0396,P0505,S016,In-Store,1,231.34,0.1,208.21,186.24,21.97,2024,September
O01752,2025-02-05,C0199,P0067,S050,In-Store,2,310.89,0.05,590.69,165.0,260.69,2025,February
O01753,2025-03-30,C0558,P1030,S017,In-Store,2,115.95,0.05,220.31,100.06,20.19,2025,March
O01754,2025-01-13,C0235,P0625,Online,Online,1,249.56,0.0,249.56,178.47,71.09,2025,January
O01755,2024-05-21,C0732,P0811,S032,In-Store,3,13.23,0.1,35.72,7.09,14.45,2024,May
O01756,2024-07-09,C0068,P0870,S011,In-Store,2,168.73,0.1,303.71,125.46,52.79,2024,July
O01757,2025-07-10,C0686,P0736,Online,Online,1,62.18,0.2,49.74,48.13,1.61,2025,July
O01758,2024-07-09,C0544,P0430,S056,In-Store,1,126.13,0.1,113.52,78.96,34.56,2024,July
O01759,2025-08-13,C0486,P0445,S050,In-Store,1,35.94,0.0,35.94,22.48,13.46,2025,August
O01760,2025-11-26,C0702,P0656,Online,Online,1,192.95,0.0,192.95,102.59,90.36,2025,November
O01761,2024-08-04,C0467,P1028,S016,In-Store,2,233.27,0.2,373.23,189.75,-6.27,2024,August
O01762,2024-10-15,C0581,P1186,S037,In-Store,1,227.61,0.05,216.23,167.3,48.93,2024,October
O01763,2025-01-25,C0782,P0124,S020,In-Store,1,76.7,0.2,61.36,57.83,3.53,2025,January
O01764,2025-06-27,C0136,P0981,Online,Online,1,11.42,0.2,9.14,7.38,1.76,2025,June
O01765,2024-08-09,C0259,P0771,Online,Online,1,155.11,0.0,155.11,81.54,73.57,2024,August
O01766,2024-04-21,C0612,P1106,S024,In-Store,2,88.1,0.1,158.58,52.32,53.94,2024,April
O01767,2025-03-31,C0135,P0417,S041,In-Store,1,56.54,0.05,53.71,43.26,10.45,2025,March
O01768,2025-02-07,C0166,P1067,Online,Online,3,301.78,0.0,905.34,160.88,422.7,2025,February
O01769,2024-07-31,C0115,P1125,S025,In-Store,1,90.35,0.05,85.83,60.59,25.24,2024,July
O01770,2025-03-20,C0580,P0430,S033,In-Store,3,126.13,0.0,378.39,78.96,141.51,2025,March
O01771,2024-04-13,C0570,P0434,Online,Online,1,257.4,0.0,257.4,186.11,71.29,2024,April
O01772,2025-09-27,C0119,P0030,Online,Online,2,132.5,0.05,251.75,119.75,12.25,2025,September
O01773,2024-12-04,C0016,P0129,S024,In-Store,2,27.78,0.2,44.45,25.0,-5.55,2024,December
O01774,2025-01-10,C0117,P0092,S032,In-Store,3,210.05,0.2,504.12,179.14,-33.3,2025,January
O01775,2024-09-11,C0124,P0022,S052,In-Store,1,124.36,0.1,111.92,104.0,7.92,2024,September
O01776,2024-09-08,C0392,P0190,Online,Online,1,232.24,0.05,220.63,136.2,84.43,2024,September
O01777,2025-12-25,C0296,P0653,S041,In-Store,3,62.89,0.0,188.67,48.34,43.65,2025,December
O01778,2025-01-03,C0773,P0097,S017,In-Store,1,134.83,0.2,107.86,100.2,7.66,2025,January
O01779,2025-10-15,C0784,P1127,S012,In-Store,2,119.95,0.1,215.91,99.59,16.73,2025,October
O01780,2024-07-16,C0602,P0647,S050,In-Store,3,139.35,0.0,418.05,105.87,100.44,2024,July
O01781,2025-04-08,C0203,P0034,S048,In-Store,1,189.42,0.2,151.54,133.5,18.04,2025,April
O01782,2025-06-20,C0003,P0757,S017,In-Store,2,88.95,0.1,160.11,48.05,64.01,2025,June
O01783,2024-06-11,C0602,P0776,S004,In-Store,1,87.71,0.1,78.94,77.04,1.9,2024,June
O01784,2025-04-26,C0705,P0094,S057,In-Store,1,105.62,0.2,84.5,69.52,14.98,2025,April
O01785,2024-11-12,C0094,P0151,Online,Online,2,176.17,0.2,281.87,106.1,69.67,2024,November
O01786,2025-06-06,C0306,P0177,S045,In-Store,1,128.6,0.05,122.17,91.14,31.03,2025,June
O01787,2025-01-07,C0001,P0915,S006,In-Store,1,287.43,0.2,229.94,184.23,45.71,2025,January
O01788,2025-11-05,C0605,P0550,S030,In-Store,3,142.36,0.0,427.08,108.31,102.15,2025,November
O01789,2025-02-15,C0015,P0752,S048,In-Store,2,273.69,0.05,520.01,150.62,218.77,2025,February
O01790,2024-07-13,C0561,P0414,Online,Online,1,162.49,0.05,154.37,105.0,49.37,2024,July
O01791,2025-04-11,C0743,P1162,S025,In-Store,2,199.19,0.05,378.46,117.85,142.76,2025,April
O01792,2024-06-11,C0470,P0031,S034,In-Store,1,340.18,0.2,272.14,181.56,90.58,2024,June
O01793,2024-05-07,C0532,P1158,Online,Online,3,275.48,0.2,661.15,175.62,134.29,2024,May
O01794,2025-12-31,C0074,P0745,Online,Online,1,16.81,0.2,13.45,9.63,3.82,2025,December
O01795,2025-08-14,C0464,P0158,S057,In-Store,2,106.61,0.2,170.58,58.87,52.84,2025,August
O01796,2025-01-15,C0608,P0484,Online,Online,3,130.78,0.0,392.34,84.78,138.0,2025,January
O01797,2025-01-14,C0718,P0734,S040,In-Store,1,33.37,0.05,31.7,19.21,12.49,2025,January
O01798,2024-12-09,C0309,P0161,S000,In-Store,3,351.88,0.1,950.08,186.91,389.35,2024,December
O01799,2025-02-28,C0074,P0944,S032,In-Store,1,64.12,0.1,57.71,41.35,16.36,2025,February
O01800,2025-12-16,C0120,P0943,S018,In-Store,3,181.12,0.0,543.36,104.17,230.85,2025,December
O01801,2025-02-11,C0141,P0999,Online,Online,1,185.46,0.05,176.19,139.55,36.64,2025,February
O01802,2025-08-13,C0098,P1109,Online,In-Store,1,200.18,0.05,190.17,121.02,69.15,2025,August
O01803,2025-04-07,C0623,P0528,S008,In-Store,1,102.08,0.2,81.66,65.43,16.23,2025,April
O01804,2025-05-09,C0166,P0288,S030,In-Store,1,281.92,0.1,253.73,144.63,109.1,2025,May
O01805,2024-05-27,C0076,P0920,Online,Online,1,238.75,0.1,214.88,147.5,67.38,2024,May
O01806,2024-04-19,C0375,P0545,S006,In-Store,1,124.94,0.1,112.45,112.85,-0.4,2024,April
O01807,2024-12-14,C0381,P0995,S002,In-Store,1,177.45,0.1,159.7,106.34,53.36,2024,December
O01808,2024-09-16,C0517,P0258,Online,Online,2,52.4,0.05,99.56,30.15,39.26,2024,September
O01809,2025-09-14,C0375,P1017,S045,In-Store,2,212.78,0.0,425.56,178.39,68.78,2025,September
O01810,2025-04-29,C0050,P0129,S014,In-Store,2,27.78,0.1,50.0,25.0,0.0,2025,April
O01811,2025-06-12,C0054,P0940,Online,Online,1,21.41,0.05,20.34,16.72,3.62,2025,June
O01812,2024-10-16,C0481,P0363,S058,In-Store,1,382.32,0.1,344.09,193.08,151.01,2024,October
O01813,2025-09-08,C0631,P0573,Online,Online,3,40.64,0.0,121.92,31.76,26.64,2025,September
O01814,2025-02-28,C0667,P1058,Online,Online,1,219.39,0.1,197.45,138.39,59.06,2025,February
O01815,2025-09-11,C0246,P0184,Online,Online,3,207.61,0.2,498.26,118.02,144.2,2025,September
O01816,2025-03-07,C0555,P0764,Online,Online,1,241.25,0.0,241.25,143.88,97.37,2025,March
O01817,2024-09-15,C0359,P1151,S048,In-Store,2,258.14,0.0,516.28,196.34,123.6,2024,September
O01818,2025-11-05,C0588,P0761,S039,In-Store,3,240.31,0.05,684.88,125.81,307.45,2025,November
O01819,2025-04-26,C0111,P0176,S027,In-Store,3,273.81,0.0,821.43,180.29,280.56,2025,April
O01820,2024-07-15,C0044,P0742,Online,Online,1,237.5,0.2,190.0,189.9,0.1,2024,July
O01821,2024-05-12,C0583,P0278,Online,Online,1,267.49,0.0,267.49,167.82,99.67,2024,May
O01822,2025-02-11,C0440,P0111,S000,In-Store,1,184.61,0.0,184.61,108.89,75.72,2025,February
O01823,2025-01-03,C0262,P0177,S036,In-Store,2,128.6,0.1,231.48,91.14,49.2,2025,January
O01824,2025-12-05,C0335,P0600,Online,Online,2,221.76,0.05,421.34,178.15,65.04,2025,December
O01825,2025-03-19,C0534,P0959,S035,In-Store,2,56.21,0.05,106.8,50.03,6.74,2025,March
O01826,2024-11-08,C0422,P0705,Online,Online,2,198.93,0.1,358.07,153.07,51.93,2024,November
O01827,2025-08-07,C0483,P0236,S046,In-Store,3,196.93,0.0,590.79,173.04,71.67,2025,August
O01828,2025-09-20,C0059,P1054,S030,In-Store,2,193.12,0.05,366.93,143.87,79.19,2025,September
O01829,2024-12-05,C0551,P0169,Online,Online,2,87.14,0.0,174.28,50.78,72.72,2024,December
O01830,2024-11-21,C0340,P0092,Online,Online,1,210.05,0.2,168.04,179.14,-11.1,2024,November
O01831,2024-09-21,C0187,P0140,S018,In-Store,1,187.12,0.05,177.76,111.19,66.57,2024,September
O01832,2025-07-24,C0396,P0737,S033,In-Store,2,121.72,0.05,231.27,62.25,106.77,2025,July
O01833,2025-07-22,C0155,P0861,S025,In-Store,1,201.1,0.1,180.99,110.24,70.75,2025,July
O01834,2025-01-13,C0445,P0079,S028,In-Store,1,260.43,0.05,247.41,158.22,89.19,2025,January
O01835,2025-05-06,C0224,P0514,S059,In-Store,2,104.99,0.05,199.48,76.67,46.14,2025,May
O01836,2025-01-30,C0181,P0651,S024,In-Store,1,315.36,0.1,283.82,169.86,113.96,2025,January
O01837,2024-11-08,C0141,P1106,Online,Online,3,88.1,0.1,237.87,52.32,80.91,2024,November
O01838,2025-05-07,C0454,P0566,S025,In-Store,2,10.71,0.1,19.28,9.25,0.78,2025,May
O01839,2024-07-26,C0343,P0721,Online,Online,1,255.39,0.2,204.31,162.62,41.69,2024,July
O01840,2025-04-03,C0578,P0374,S000,In-Store,2,190.53,0.0,381.06,98.1,184.86,2025,April
O01841,2024-09-20,C0341,P0664,Online,Online,1,191.74,0.2,153.39,109.09,44.3,2024,September
O01842,2025-02-03,C0316,P0056,S038,In-Store,2,103.48,0.0,206.96,53.97,99.02,2025,February
O01843,2025-01-13,C0102,P0170,S029,In-Store,1,106.52,0.2,85.22,89.62,-4.4,2025,January
O01844,2024-08-30,C0703,P0039,Online,Online,1,29.71,0.1,26.74,14.86,11.88,2024,August
O01845,2024-12-30,C0455,P0796,Online,Online,2,87.96,0.05,167.12,77.22,12.68,2024,December
O01846,2025-04-09,C0024,P0831,S023,In-Store,2,183.87,0.05,349.35,151.28,46.79,2025,April
O01847,2025-03-25,C0274,P0170,S000,In-Store,2,106.52,0.0,213.04,89.62,33.8,2025,March
O01848,2025-12-14,C0186,P0896,S050,In-Store,1,165.91,0.1,149.32,107.19,42.13,2025,December
O01849,2024-05-27,C0060,P0021,Online,Online,1,77.31,0.2,61.85,62.23,-0.38,2024,May
O01850,2024-11-24,C0716,P0103,Online,Online,1,171.58,0.0,171.58,96.71,74.87,2024,November
O01851,2024-10-16,C0736,P0374,S022,In-Store,2,190.53,0.1,342.95,98.1,146.75,2024,October
O01852,2025-05-16,C0632,P0695,Online,Online,1,62.67,0.1,56.4,33.99,22.41,2025,May
O01853,2025-03-20,C0504,P0204,S045,In-Store,1,200.67,0.05,190.64,110.34,80.3,2025,March
O01854,2025-04-27,C0474,P0657,S059,In-Store,2,29.04,0.1,52.27,15.54,21.19,2025,April
O01855,2025-02-10,C0604,P0749,S058,In-Store,1,165.09,0.05,156.84,141.67,15.17,2025,February
O01856,2025-08-31,C0067,P0098,Online,Online,1,120.73,0.2,96.58,70.55,26.03,2025,August
O01857,2024-12-24,C0693,P0442,S049,In-Store,1,206.69,0.0,206.69,149.23,57.46,2024,December
O01858,2024-11-19,C0592,P0242,Online,Online,1,138.25,0.1,124.42,108.47,15.95,2024,November
O01859,2025-12-02,C0032,P0439,S032,In-Store,1,79.07,0.1,71.16,49.49,21.67,2025,December
O01860,2025-10-08,C0555,P0614,S058,In-Store,1,332.16,0.0,332.16,193.3,138.86,2025,October
O01861,2025-01-15,C0669,P0689,S039,In-Store,2,46.7,0.05,88.73,27.05,34.63,2025,January
O01862,2024-06-17,C0367,P0708,S015,In-Store,1,157.48,0.1,141.73,124.12,17.61,2024,June
O01863,2025-06-08,C0348,P0300,Online,Online,2,138.12,0.2,220.99,75.85,69.29,2025,June
O01864,2025-01-11,C0060,P0834,S036,In-Store,3,94.05,0.0,282.15,78.99,45.18,2025,January
O01865,2025-03-03,C0407,P1169,S058,In-Store,1,50.9,0.0,50.9,33.85,17.05,2025,March
O01866,2024-12-12,C0396,P0899,S002,In-Store,2,118.47,0.05,225.09,99.65,25.79,2024,December
O01867,2025-03-10,C0512,P0546,S008,In-Store,1,196.72,0.05,186.88,149.22,37.66,2025,March
O01868,2025-04-23,C0583,P0591,S044,In-Store,1,236.24,0.1,212.62,122.47,90.15,2025,April
O01869,2024-12-23,C0021,P0005,S029,In-Store,1,112.55,0.2,90.04,79.09,10.95,2024,December
O01870,2025-07-05,C0160,P0684,S013,In-Store,1,222.84,0.05,211.7,161.31,50.39,2025,July
O01871,2024-05-26,C0011,P0149,S024,In-Store,2,29.42,0.1,52.96,22.17,8.62,2024,May
O01872,2025-02-02,C0400,P0376,Online,Online,4,79.72,0.2,255.1,56.0,31.1,2025,February
O01873,2025-02-28,C0188,P1192,Online,Online,1,290.29,0.05,275.78,174.33,101.45,2025,February
O01874,2025-07-13,C0586,P0306,Online,Online,1,148.17,0.05,140.76,102.31,38.45,2025,July
O01875,2025-03-06,C0097,P0142,Online,Online,1,132.42,0.0,132.42,96.4,36.02,2025,March
O01876,2025-05-27,C0658,P0863,S002,In-Store,2,109.7,0.1,197.46,72.06,53.34,2025,May
O01877,2025-02-10,C0652,P1107,S026,In-Store,2,333.55,0.1,600.39,181.41,237.57,2025,February
O01878,2025-01-10,C0155,P0238,Online,Online,3,30.72,0.2,73.73,27.46,-8.65,2025,January
O01879,2025-08-23,C0600,P0278,S000,In-Store,1,267.49,0.1,240.74,167.82,72.92,2025,August
O01880,2025-05-01,C0342,P0934,S056,In-Store,1,285.28,0.2,228.22,152.76,75.46,2025,May
O01881,2025-04-04,C0579,P0381,Online,Online,1,169.3,0.2,135.44,107.47,27.97,2025,April
O01882,2025-12-09,C0404,P0095,Online,Online,3,145.13,0.05,413.62,80.95,170.77,2025,December
O01883,2025-03-27,C0183,P0017,S009,In-Store,1,151.0,0.2,120.8,75.59,45.21,2025,March
O01884,2025-08-02,C0533,P0382,Online,Online,1,27.14,0.2,21.71,17.04,4.67,2025,August
O01885,2025-01-01,C0025,P0684,Online,Online,2,222.84,0.2,356.54,161.31,33.92,2025,January
O01886,2025-07-18,C0352,P0331,Online,Online,2,317.5,0.0,635.0,163.63,307.74,2025,July
O01887,2025-01-04,C0441,P0344,Online,Online,1,196.16,0.05,186.35,143.2,43.15,2025,January
O01888,2025-03-13,C0537,P0254,S058,In-Store,1,266.56,0.2,213.25,184.0,29.25,2025,March
O01889,2024-08-02,C0702,P0749,S027,In-Store,1,165.09,0.0,165.09,141.67,23.42,2024,August
O01890,2024-11-05,C0515,P0894,Online,Online,2,243.1,0.1,437.58,156.3,124.98,2024,November
O01891,2025-01-12,C0563,P0167,S056,In-Store,1,122.4,0.1,110.16,71.02,39.14,2025,January
O01892,2024-05-24,C0474,P0963,Online,Online,2,297.94,0.0,595.88,149.76,296.36,2024,May
O01893,2025-04-09,C0529,P0091,S048,In-Store,1,27.29,0.1,24.56,20.11,4.45,2025,April
O01894,2025-05-07,C0490,P1095,S044,In-Store,1,96.11,0.05,91.3,70.02,21.28,2025,May
O01895,2024-06-05,C0384,P0316,S037,In-Store,1,150.05,0.2,120.04,95.84,24.2,2024,June
O01896,2025-04-16,C0521,P0565,S056,In-Store,1,129.36,0.1,116.42,77.59,38.83,2025,April
O01897,2025-12-01,C0673,P0196,S008,In-Store,1,245.56,0.05,233.28,132.71,100.57,2025,December
O01898,2024-12-23,C0488,P0332,Online,Online,2,159.7,0.05,303.43,102.16,99.11,2024,December
O01899,2025-12-01,C0629,P0603,S040,In-Store,1,31.8,0.05,30.21,24.75,5.46,2025,December
O01900,2025-05-13,C0159,P0121,Online,Online,2,201.89,0.1,363.4,130.95,101.5,2025,May
O01901,2024-12-12,C0285,P0432,S059,In-Store,2,95.18,0.0,190.36,49.8,90.76,2024,December
O01902,2025-11-04,C0368,P1182,S012,In-Store,3,275.08,0.0,825.24,167.92,321.48,2025,November
O01903,2025-11-11,C0753,P0026,Online,Online,1,324.99,0.05,308.74,164.12,144.62,2025,November
O01904,2025-02-06,C0283,P0305,Online,Online,2,89.57,0.05,170.18,66.31,37.56,2025,February
O01905,2024-07-02,C0449,P1019,S059,In-Store,1,81.78,0.05,77.69,58.95,18.74,2024,July
O01906,2025-03-25,C0105,P0499,S012,In-Store,1,265.43,0.0,265.43,140.47,124.96,2025,March
O01907,2025-02-08,C0777,P0267,S026,In-Store,2,349.07,0.1,628.33,193.29,241.75,2025,February
O01908,2025-02-09,C0416,P0519,S000,In-Store,1,89.59,0.0,89.59,53.32,36.27,2025,February
O01909,2024-08-16,C0059,P0657,Online,Online,3,29.04,0.2,69.7,15.54,23.08,2024,August
O01910,2025-06-14,C0364,P0814,S006,In-Store,1,222.65,0.05,211.52,157.04,54.48,2025,June
O01911,2025-03-20,C0072,P0046,S038,In-Store,2,53.96,0.0,107.92,28.38,51.16,2025,March
O01912,2025-02-28,C0702,P0151,S024,In-Store,3,176.17,0.0,528.51,106.1,210.21,2025,February
O01913,2025-04-12,C0162,P1192,S033,In-Store,2,290.29,0.05,551.55,174.33,202.89,2025,April
